path,class
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-52_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_14-31_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_06-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_12-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_18-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_17-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_13-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_11-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_11-16_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_16-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_15-31_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-17_15-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_08-01_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_14-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_17-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_05-46_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_11-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_17-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_12-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_16-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-17_15-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_18-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_18-21_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_13-01_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-12_15-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_07-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_14-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-22_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_12-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-18_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-29_11-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-18_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_14-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-21_16-45_y-0_x-0.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_10-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_09-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_17-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_14-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_12-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-01_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_12-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-29_08-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_13-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Prevent_2022-03-15_12-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-25_09-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-11_18-52_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_09-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-04-01_15-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_13-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_09-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_13-45_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_14-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_12-32_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_05-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_16-31_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_08-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_16-01_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-29_08-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_12-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_14-21_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-14_18-20_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_08-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-31_17-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_10-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_18-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_15-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-14_14-01_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_18-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_14-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_09-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_15-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_18-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_14-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_12-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_17-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_11-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_13-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-14_17-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-04-02_10-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_11-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_09-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_13-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-18_14-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_09-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_13-30_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_10-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-14_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-26_16-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_16-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_06-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-22_17-15_y-0_x-512.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-28_10-00_y-0_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-20_16-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_14-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_11-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_17-16_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-23_16-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_09-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_17-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_13-45_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-29_16-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_12-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_15-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_17-31_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_08-30_y-512_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-23_17-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_09-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_13-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_18-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_18-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_15-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_20-32_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_09-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_14-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-23_16-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-12_13-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_11-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_11-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_11-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_08-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_13-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_17-16_y-512_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-30_18-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_18-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_18-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_14-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_16-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_11-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_17-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_11-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_08-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_18-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_13-12_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-13_13-21_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_12-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_12-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_08-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_17-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_10-16_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-22_12-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-19_14-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_13-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_10-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_12-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_09-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-14_15-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-11_18-43_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_11-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_16-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-34_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_09-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-13_15-01_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_09-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-19_18-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_17-15_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_06-31_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_11-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_13-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_13-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_10-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_18-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_10-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_15-00_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_13-12_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_09-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_18-20_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_18-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_09-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_08-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_18-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_09-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_16-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_13-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_08-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_14-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_10-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-15_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_13-32_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-22_15-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_16-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-18_14-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-22_17-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-13_13-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_10-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_13-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_18-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-14_18-01_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_10-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_11-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-17_15-15_y-0_x-0.jpg,0.0
